Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
25.0,0.0,127,41.10857427963124,1.2848225218744151,12848.225218744152,0.47104197743724147,50,1500
25.0,1.0,9,4.813783974197722,0.2074512501217117,2074.512501217117,0.11479050784070907,50,1500
